player,college_team,college_seasons_played,career_college_passing_yards,avg_college_passing_yards_per_season,career_college_passing_tds,avg_college_passing_tds_per_season,career_college_rushing_yards,avg_college_rushing_yards_per_season,career_college_rushing_tds,avg_college_rushing_tds_per_season,career_college_completions,avg_college_completions_per_season,career_college_attempts,avg_college_attempts_per_season
"Jarren Williams",Miami,2,2204,1102.0,19,9.50,-66,-33.0,1,0.50,170,85.0,279,139.5
"Jarret Doege","Bowling Green",2,4041,2020.5,39,19.50,-262,-131.0,4,2.00,362,181.0,577,288.5
"Jarret Doege",Troy,1,575,575.0,5,5.00,-39,-39.0,0,0.00,44,44.0,64,64.0
"Jarret Doege","West Virginia",3,6408,2136.0,40,13.33,-283,-94.3,3,1.00,587,195.7,906,302.0
"Jarrett Brown","West Virginia",4,2983,745.8,16,4.00,1124,281.0,13,3.25,268,67.0,421,105.3
"Jarrett Guarantano",Tennessee,4,6173,1543.3,38,9.50,-62,-15.5,5,1.25,494,123.5,808,202.0
"Jarrett Guarantano","Washington State",1,304,304.0,1,1.00,-6,-6.0,0,0.00,33,33.0,49,49.0
"Jarrett Guest",Bryant,1,1686,1686.0,12,12.00,74,74.0,0,0.00,171,171.0,283,283.0
"Jarrett Guest","Coastal Carolina",5,1243,248.6,10,2.00,159,31.8,2,0.40,80,16.0,127,25.4
"Jarrett Lee",LSU,4,3949,987.3,32,8.00,-181,-45.3,0,0.00,317,79.3,565,141.3
"Jarrett Stidham",Auburn,2,5953,2976.5,36,18.00,148,74.0,7,3.50,470,235.0,739,369.5
"Jarrett Stidham",Baylor,1,1265,1265.0,12,12.00,70,70.0,2,2.00,75,75.0,109,109.0
"Jarrett Synek","South Dakota",2,51,25.5,0,0.00,49,24.5,0,0.00,6,3.0,13,6.5
"Jarrin Alley",Butler,1,252,252.0,0,0.00,18,18.0,0,0.00,28,28.0,49,49.0
"Jarvis Cummings",Navy,1,NULL,NULL,NULL,NULL,29,29.0,1,1.00,NULL,NULL,NULL,NULL
"Jase Bauer","Central Michigan",2,2316,1158.0,13,6.50,678,339.0,14,7.00,198,99.0,346,173.0
"Jase Bauer","Sam Houston",1,310,310.0,2,2.00,195,195.0,0,0.00,40,40.0,65,65.0
"Jase Bauer","UT Martin",1,1376,1376.0,6,6.00,285,285.0,6,6.00,139,139.0,193,193.0
"Jason Bean",Kansas,3,4662,1554.0,38,12.67,906,302.0,9,3.00,313,104.3,516,172.0
"Jason Bean","North Texas",3,1307,435.7,17,5.67,440,146.7,5,1.67,101,33.7,182,60.7
"Jason Brown","Jackson State",1,1259,1259.0,7,7.00,36,36.0,1,1.00,120,120.0,187,187.0
"Jason Brown","South Carolina",1,721,721.0,8,8.00,-71,-71.0,0,0.00,60,60.0,108,108.0
"Jason Brown","Virginia Tech",1,65,65.0,0,0.00,-9,-9.0,0,0.00,7,7.0,13,13.0
"Jason Collins",Howard,3,166,55.3,1,0.33,-9,-3.0,0,0.00,11,3.7,22,7.3
"Jason Connella","East Carolina",1,NULL,NULL,NULL,NULL,2,2.0,0,0.00,NULL,NULL,NULL,NULL
"Jason Driskel","Florida Atlantic",3,5632,1877.3,27,9.00,691,230.3,13,4.33,462,154.0,756,252.0
"Jason Goldstein","Southern Miss",1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Jason Penza",Lafayette,2,71,35.5,0,0.00,367,183.5,2,1.00,12,6.0,15,7.5
"Jason Shelley","Missouri State",2,2878,1439.0,19,9.50,193,96.5,4,2.00,227,113.5,378,189.0
"Jason Shelley",Utah,2,1205,602.5,6,3.00,223,111.5,4,2.00,104,52.0,179,89.5
"Jason Shelley","Utah State",1,420,420.0,2,2.00,68,68.0,0,0.00,51,51.0,98,98.0
"Jason Stewart",Memphis,2,274,137.0,3,1.50,100,50.0,1,0.50,24,12.0,36,18.0
"Jason Thompson",Utah,2,0,0.0,0,0.00,5,2.5,0,0.00,0,0.0,1,0.5
"Jason Thompson",Wyoming,1,222,222.0,1,1.00,116,116.0,1,1.00,27,27.0,52,52.0
"Jason Williams","Eastern Michigan",1,4,4.0,0,0.00,23,23.0,1,1.00,1,1.0,3,3.0
"Jason Wright",Buffalo,1,NULL,NULL,NULL,NULL,38,38.0,0,0.00,NULL,NULL,NULL,NULL
"Javance Tupou'ata-Johnson","North Dakota",1,41,41.0,0,0.00,107,107.0,2,2.00,3,3.0,11,11.0
"Javance Tupou'ata-Johnson","San Diego State",1,222,222.0,2,2.00,37,37.0,0,0.00,20,20.0,39,39.0
"JaVaughn Craig","Austin Peay",3,161,53.7,1,0.33,240,80.0,1,0.33,26,8.7,49,16.3
"Javelle Allen",Arizona,1,0,0.0,0,0.00,79,79.0,1,1.00,0,0.0,1,1.0
"Javia Hall",UTEP,1,281,281.0,0,0.00,-48,-48.0,0,0.00,20,20.0,55,55.0
"Jawon Pass",Louisville,4,2545,636.3,14,3.50,255,63.8,5,1.25,211,52.8,381,95.3
"Jawon Pass","Prairie View A&M",1,2,2.0,0,0.00,-25,-25.0,0,0.00,1,1.0,3,3.0
"Jax Leatherwood","Southeast Missouri State",1,1391,1391.0,8,8.00,-17,-17.0,2,2.00,126,126.0,189,189.0
"Jaxon Dailey","Arkansas State",2,171,85.5,0,0.00,25,12.5,0,0.00,22,11.0,43,21.5
"Jaxon Dailey","Northern Iowa",1,97,97.0,2,2.00,84,84.0,0,0.00,9,9.0,19,19.0
"Jaxon Potter","Washington State",2,630,315.0,4,2.00,8,4.0,0,0.00,69,34.5,97,48.5
"Jaxon Smolik","Penn State",1,NULL,NULL,NULL,NULL,3,3.0,0,0.00,NULL,NULL,NULL,NULL
"Jaxson Dart","Ole Miss",3,10618,3539.3,72,24.00,1499,499.7,12,4.00,735,245.0,1118,372.7
"Jaxson Dart",USC,1,1353,1353.0,9,9.00,43,43.0,2,2.00,117,117.0,189,189.0
"Jay Butterfield",Oregon,2,23,11.5,0,0.00,NULL,NULL,NULL,NULL,3,1.5,4,2.0
"Jay Butterfield","San José State",1,80,80.0,1,1.00,-2,-2.0,0,0.00,7,7.0,11,11.0
"Jay Christophe","Texas Southern",1,436,436.0,4,4.00,12,12.0,0,0.00,26,26.0,48,48.0
"Jay Jones","Georgia Tech",2,NULL,NULL,NULL,NULL,9,4.5,0,0.00,NULL,NULL,NULL,NULL
"Jay Urich","South Carolina",2,9,4.5,0,0.00,14,7.0,0,0.00,1,0.5,1,0.5
"Jay Woolfolk",Virginia,2,245,122.5,0,0.00,104,52.0,0,0.00,22,11.0,44,22.0
"Jaybo Shaw","Georgia Tech",2,339,169.5,2,1.00,251,125.5,3,1.50,16,8.0,26,13.0
"Jayden Clemons",Utah,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jayden Clemons",Wyoming,2,145,72.5,1,0.50,66,33.0,1,0.50,12,6.0,29,14.5
"Jayden Daniels","Arizona State",3,6024,2008.0,32,10.67,1288,429.3,13,4.33,451,150.3,723,241.0
"Jayden Daniels",LSU,2,6725,3362.5,57,28.50,2019,1009.5,21,10.50,502,251.0,715,357.5
"Jayden de Laura",Arizona,2,4805,2402.5,35,17.50,243,121.5,7,3.50,361,180.5,563,281.5
"Jayden de Laura","Washington State",2,3684,1842.0,28,14.00,111,55.5,5,2.50,305,152.5,488,244.0
"Jayden Denegal",Michigan,1,50,50.0,1,1.00,10,10.0,0,0.00,4,4.0,5,5.0
"Jayden Denegal","San Diego State",1,1224,1224.0,7,7.00,88,88.0,1,1.00,94,94.0,145,145.0
"Jayden George",Miami,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jayden Maiava",UNLV,1,3085,3085.0,17,17.00,277,277.0,3,3.00,224,224.0,353,353.0
"Jayden Maiava",USC,2,3381,1690.5,26,13.00,86,43.0,8,4.00,246,123.0,382,191.0
"Jayden Mandal","Fresno State",1,39,39.0,0,0.00,-4,-4.0,0,0.00,4,4.0,9,9.0
"Jayden Sauray","Delaware State",1,323,323.0,2,2.00,107,107.0,1,1.00,22,22.0,38,38.0
"Jayden Sauray",Maryland,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jayden Stinson","Murray State",2,1648,824.0,10,5.00,-57,-28.5,0,0.00,132,66.0,276,138.0
"Jayden Whitaker",Wofford,1,469,469.0,2,2.00,-38,-38.0,0,0.00,35,35.0,71,71.0
"Jaylan Adams","Norfolk State",1,417,417.0,4,4.00,175,175.0,1,1.00,40,40.0,75,75.0
"Jaylan Adams","The Citadel",2,18,9.0,0,0.00,205,102.5,0,0.00,4,2.0,8,4.0
"Jaylen Gipson","North Alabama",2,50,25.0,0,0.00,-25,-12.5,0,0.00,6,3.0,12,6.0
"Jaylen Gipson","Texas State",2,12,6.0,0,0.00,18,9.0,0,0.00,3,1.5,6,3.0
"Jaylen Henderson","Fresno State",2,49,24.5,0,0.00,66,33.0,0,0.00,5,2.5,8,4.0
"Jaylen Henderson","Texas A&M",1,715,715.0,6,6.00,104,104.0,2,2.00,53,53.0,78,78.0
"Jaylen Henderson","West Virginia",1,50,50.0,0,0.00,146,146.0,1,1.00,7,7.0,18,18.0
"Jaylen King","East Tennessee State",1,1536,1536.0,9,9.00,422,422.0,5,5.00,116,116.0,221,221.0
"Jaylen King","Florida State",1,0,0.0,0,0.00,6,6.0,0,0.00,0,0.0,1,1.0
"Jaylen King",Gardner-Webb,1,1038,1038.0,10,10.00,357,357.0,4,4.00,93,93.0,183,183.0
"Jaylen Myers",Gardner-Webb,1,9,9.0,0,0.00,15,15.0,0,0.00,3,3.0,5,5.0
"Jaylen Raynor","Arkansas State",3,7205,2401.7,42,14.00,1098,366.0,15,5.00,625,208.3,1007,335.7
"Jaylian Williamson",Hampton,2,607,303.5,4,2.00,-24,-12.0,0,0.00,48,24.0,82,41.0
"Jaylon Henderson","Boise State",2,1094,547.0,12,6.00,210,105.0,2,1.00,90,45.0,144,72.0
"Jaylon Henderson",UTSA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jaylon Tolbert","Alcorn State",1,1352,1352.0,9,9.00,62,62.0,1,1.00,131,131.0,216,216.0
"Jaylon Tolbert",Howard,2,1139,569.5,9,4.50,6,3.0,3,1.50,97,48.5,152,76.0
"Jaymason Lee","Alabama A&M",2,276,138.0,1,0.50,14,7.0,0,0.00,17,8.5,36,18.0
"JC Evans","James Madison",2,1,0.5,1,0.50,125,62.5,2,1.00,1,0.5,3,1.5
"JC French","Georgia Southern",3,4630,1543.3,32,10.67,488,162.7,7,2.33,426,142.0,660,220.0
"JD Davis II","Alabama A&M",1,95,95.0,1,1.00,0,0.0,0,0.00,6,6.0,14,14.0
"JD Sherrod","Kent State",1,18,18.0,0,0.00,67,67.0,0,0.00,2,2.0,7,7.0
"JD Sprague",Ohio,3,2215,738.3,10,3.33,522,174.0,4,1.33,166,55.3,323,107.7
"Jeff Driskel",Florida,4,3411,852.8,23,5.75,644,161.0,9,2.25,328,82.0,552,138.0
"Jeff Driskel","Louisiana Tech",1,4033,4033.0,27,27.00,323,323.0,5,5.00,281,281.0,450,450.0
"Jeff Fischer","Utah State",1,NULL,NULL,NULL,NULL,8,8.0,0,0.00,NULL,NULL,NULL,NULL
"Jeff Fleming","New Mexico State",1,789,789.0,4,4.00,280,280.0,3,3.00,87,87.0,172,172.0
"Jeff Fleming","Sacramento State",2,301,150.5,3,1.50,49,24.5,0,0.00,28,14.0,47,23.5
"Jeff George Jr.",Illinois,2,1743,871.5,11,5.50,-131,-65.5,0,0.00,132,66.0,275,137.5
"Jeff George Jr.",Pittsburgh,1,1,1.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,3,3.0
"Jeff Hoenstine","St. Francis (PA)",2,536,268.0,4,2.00,39,19.5,1,0.50,50,25.0,84,42.0
"Jeff Lockie",Oregon,3,844,281.3,6,2.00,124,41.3,1,0.33,90,30.0,140,46.7
"Jeff Manning","Utah State",1,NULL,NULL,NULL,NULL,1,1.0,0,0.00,NULL,NULL,NULL,NULL
"Jeff Murphy","Middle Tennessee",3,1067,355.7,3,1.00,153,51.0,2,0.67,102,34.0,175,58.3
"Jeff Sims","Arizona State",2,350,175.0,1,0.50,189,94.5,1,0.50,37,18.5,74,37.0
"Jeff Sims","Georgia Tech",3,4464,1488.0,30,10.00,1155,385.0,11,3.67,364,121.3,633,211.0
"Jeff Sims",Nebraska,1,282,282.0,1,1.00,189,189.0,1,1.00,28,28.0,47,47.0
"Jeff Tuel","Washington State",4,5932,1483.0,33,8.25,47,11.8,2,0.50,530,132.5,864,216.0
"Jeff Undercuffler",Akron,2,1915,957.5,7,3.50,-257,-128.5,1,0.50,179,89.5,298,149.0
"Jeff Undercuffler",UAlbany,2,268,134.0,2,1.00,-21,-10.5,0,0.00,22,11.0,41,20.5
"Jeff Van Camp","Florida Atlantic",4,3905,976.3,29,7.25,-181,-45.3,4,1.00,311,77.8,544,136.0
"Jeff Widener","Northern Arizona",3,6,2.0,0,0.00,22,7.3,1,0.33,2,0.7,8,2.7
"Jefferson Boaz","North Carolina",2,6,3.0,0,0.00,NULL,NULL,NULL,NULL,2,1.0,2,1.0
"Jefferson Boaz","Western Carolina",1,24,24.0,0,0.00,5,5.0,1,1.00,2,2.0,5,5.0
"Jeffrey Jackson",Valparaiso,2,441,220.5,4,2.00,64,32.0,1,0.50,43,21.5,86,43.0
"JeMar Lincoln",Furman,1,16,16.0,0,0.00,13,13.0,0,0.00,1,1.0,4,4.0
"Jemel Jones",Army,4,572,143.0,4,1.00,730,182.5,12,3.00,31,7.8,71,17.8
"Jensen Jones","Air Force",4,160,40.0,0,0.00,355,88.8,7,1.75,5,1.3,16,4.0
"Jeremiah Briscoe","Sam Houston",1,176,176.0,1,1.00,16,16.0,0,0.00,18,18.0,24,24.0
"Jeremiah Briscoe",UAB,1,361,361.0,3,3.00,7,7.0,0,0.00,17,17.0,47,47.0
"Jeremiah Masoli","Ole Miss",1,2039,2039.0,14,14.00,544,544.0,6,6.00,167,167.0,296,296.0
"Jeremiah Masoli",Oregon,2,3891,1945.5,28,14.00,1386,693.0,23,11.50,313,156.5,544,272.0
"Jeremiah Oatsvall","Austin Peay",3,633,211.0,2,0.67,65,21.7,0,0.00,55,18.3,96,32.0
"Jeremiah Oatsvall","Tennessee Tech",1,1790,1790.0,15,15.00,359,359.0,4,4.00,160,160.0,264,264.0
"Jeremiah Salem","Eastern Michigan",1,126,126.0,1,1.00,-1,-1.0,0,0.00,8,8.0,11,11.0
"Jeremy Hecklinski",Iowa,1,8,8.0,0,0.00,6,6.0,1,1.00,2,2.0,2,2.0
"Jeremy Higgins",Hawai'i,3,489,163.0,1,0.33,-62,-20.7,1,0.33,41,13.7,82,27.3
"Jeremy Higgins","Utah State",1,22,22.0,0,0.00,-3,-3.0,0,0.00,4,4.0,6,6.0
"Jeremy Hodge","New Mexico State",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jeremy Hunt","UL Monroe",1,742,742.0,6,6.00,18,18.0,1,1.00,70,70.0,129,129.0
"Jeremy Johnson",Auburn,4,2224,556.0,20,5.00,210,52.5,9,2.25,179,44.8,282,70.5
"Jeremy Moussa","Florida A&M",2,5163,2581.5,38,19.00,-75,-37.5,3,1.50,405,202.5,708,354.0
"Jeremy Moussa",Hawai'i,1,77,77.0,1,1.00,-1,-1.0,0,0.00,4,4.0,9,9.0
"Jeremy Moussa",Vanderbilt,1,24,24.0,0,0.00,NULL,NULL,NULL,NULL,5,5.0,8,8.0
"Jerod Evans","Virginia Tech",1,3552,3552.0,29,29.00,846,846.0,12,12.00,268,268.0,422,422.0
"Jerome Pettiway","South Carolina State",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jerrard Randall",Arizona,2,518,259.0,5,2.50,806,403.0,6,3.00,47,23.5,98,49.0
"Jerrod Johnson","Texas A&M",4,8011,2002.8,67,16.75,877,219.3,16,4.00,650,162.5,1109,277.3
"Jerry Davis",Buffalo,2,1898,949.0,17,8.50,224,112.0,0,0.00,150,75.0,313,156.5
"Jerry Kaminski","North Dakota",2,1618,809.0,22,11.00,312,156.0,5,2.50,139,69.5,222,111.0
"Jerry Lovelocke","Prairie View A&M",1,109,109.0,0,0.00,NULL,NULL,NULL,NULL,16,16.0,27,27.0
"Jerry Neuheisel",UCLA,3,371,123.7,2,0.67,-22,-7.3,0,0.00,42,14.0,70,23.3
"Jesse Ertz","Kansas State",4,2685,671.3,16,4.00,1399,349.8,15,3.75,207,51.8,364,91.0
"Jesse Fiske",Campbell,2,8,4.0,0,0.00,-1,-0.5,0,0.00,2,1.0,7,3.5
"Jesse Hosket","Southeast Missouri State",2,313,156.5,3,1.50,0,0.0,0,0.00,44,22.0,74,37.0
"Jesse Scroggins III",Arizona,1,152,152.0,1,1.00,41,41.0,0,0.00,7,7.0,18,18.0
"Jett Duffey",Hampton,1,83,83.0,1,1.00,-1,-1.0,0,0.00,7,7.0,16,16.0
"Jett Duffey","Texas Tech",3,4077,1359.0,26,8.67,587,195.7,5,1.67,345,115.0,523,174.3
"Jett Even","Alabama State",1,8,8.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,5,5.0
"Jett Peddy","Florida A&M",1,258,258.0,0,0.00,-6,-6.0,0,0.00,21,21.0,47,47.0
"Jevan Snead","Ole Miss",2,5394,2697.0,46,23.00,161,80.5,6,3.00,375,187.5,678,339.0
"Jevan Snead",Texas,1,371,371.0,2,2.00,87,87.0,1,1.00,26,26.0,49,49.0
"Jihad Vercher","Sacramento State",1,5,5.0,0,0.00,1,1.0,0,0.00,1,1.0,2,2.0
"Jim Ogle","Murray State",2,1843,921.5,8,4.00,66,33.0,2,1.00,168,84.0,293,146.5
"Jimmy Clausen","Notre Dame",3,8148,2716.0,60,20.00,-355,-118.3,5,1.67,695,231.7,1110,370.0
"Jimmy Costello",Missouri,2,138,69.0,1,0.50,18,9.0,0,0.00,12,6.0,21,10.5
"Jimmy Ferrell","Alabama State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jimmy Garoppolo","Eastern Illinois",3,1245,415.0,11,3.67,-28,-9.3,0,0.00,94,31.3,152,50.7
"Jimmy Laughrea","UC Davis",1,178,178.0,1,1.00,-4,-4.0,0,0.00,13,13.0,27,27.0
"Jimmy Walker","San Diego State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jimmy Weirick",Wofford,1,2479,2479.0,12,12.00,-26,-26.0,0,0.00,187,187.0,322,322.0
"Jiya Wright","UL Monroe",3,1410,470.0,12,4.00,394,131.3,3,1.00,117,39.0,224,74.7
"Joe Bauserman","Ohio State",4,812,203.0,7,1.75,46,11.5,1,0.25,65,16.3,133,33.3
"Joe Bento",UAB,3,30,10.0,0,0.00,-15,-5.0,0,0.00,5,1.7,16,5.3
"Joe Brennan",Towson,1,20,20.0,0,0.00,-17,-17.0,0,0.00,1,1.0,7,7.0
"Joe Brennan",Wisconsin,1,48,48.0,0,0.00,9,9.0,1,1.00,6,6.0,15,15.0
"Joe Burrow",LSU,2,8564,4282.0,76,38.00,768,384.0,12,6.00,621,310.5,906,453.0
"Joe Burrow","Ohio State",2,287,143.5,2,1.00,53,26.5,1,0.50,29,14.5,39,19.5
"Joe Carbone","Stony Brook",3,239,79.7,0,0.00,-65,-21.7,0,0.00,29,9.7,62,20.7
"Joe Cox",Georgia,4,3016,754.0,29,7.25,-13,-3.3,0,0.00,218,54.5,389,97.3
"Joe Craycraft","Youngstown State",1,56,56.0,0,0.00,3,3.0,0,0.00,6,6.0,9,9.0
"Joe Critchlow",BYU,2,715,357.5,3,1.50,-52,-26.0,0,0.00,64,32.0,113,56.5
"Joe Fagnano",Maine,3,2885,961.7,22,7.33,328,109.3,3,1.00,249,83.0,428,142.7
"Joe Fagnano",UConn,3,4066,1355.3,38,12.67,196,65.3,3,1.00,324,108.0,516,172.0
"Joe Gray","San José State",3,3167,1055.7,17,5.67,88,29.3,4,1.33,286,95.3,438,146.0
"Joe Green",Columbia,3,1688,562.7,11,3.67,38,12.7,1,0.33,180,60.0,301,100.3
"Joe Hubener","Kansas State",4,2347,586.8,11,2.75,780,195.0,18,4.50,162,40.5,331,82.8
"Joe Hudson","UT Martin",2,57,28.5,0,0.00,22,11.0,0,0.00,6,3.0,12,6.0
"Joe Licata",Buffalo,4,9485,2371.3,76,19.00,-184,-46.0,4,1.00,823,205.8,1359,339.8
"Joe Mancuso",Richmond,3,121,40.3,1,0.33,107,35.7,0,0.00,12,4.0,18,6.0
"Joe Mauro",Northwestern,1,NULL,NULL,NULL,NULL,6,6.0,0,0.00,NULL,NULL,NULL,NULL
"Joe Milton",Michigan,3,1181,393.7,5,1.67,145,48.3,3,1.00,85,28.3,151,50.3
"Joe Milton",Tennessee,3,4160,1386.7,32,10.67,505,168.3,9,3.00,315,105.0,499,166.3
"Joe Minden",Lamar,1,97,97.0,1,1.00,-5,-5.0,1,1.00,8,8.0,11,11.0
"Joe Minden","Stephen F. Austin",3,443,147.7,1,0.33,2,0.7,1,0.33,44,14.7,64,21.3
"Joe Mischler",Duquesne,2,1628,814.0,15,7.50,-41,-20.5,2,1.00,147,73.5,263,131.5
"Joe Mischler",Ohio,1,23,23.0,0,0.00,8,8.0,0,0.00,1,1.0,3,3.0
"Joe Mollberg","North Dakota",1,126,126.0,0,0.00,26,26.0,0,0.00,14,14.0,20,20.0
"Joe Newman",Wofford,3,228,76.0,1,0.33,68,22.7,1,0.33,14,4.7,27,9.0
"Joe Owens Jr.","Alabama State",2,8,4.0,0,0.00,18,9.0,0,0.00,2,1.0,4,2.0
"Joe Owens Jr.","Fayetteville State",1,35,35.0,1,1.00,-3,-3.0,0,0.00,3,3.0,7,7.0
"Joe Pesansky","Florida International",1,260,260.0,1,1.00,11,11.0,0,0.00,23,23.0,38,38.0
"Joe Pesansky","Holy Cross",3,2859,953.0,22,7.33,166,55.3,1,0.33,204,68.0,350,116.7
"Joe Pyle","Southeast Missouri State",1,13,13.0,0,0.00,-6,-6.0,0,0.00,2,2.0,6,6.0
"Joe Southwick","Boise State",4,4784,1196.0,33,8.25,279,69.8,3,0.75,439,109.8,633,158.3
"Joe Spaziani",Virginia,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Joe Walker",Delaware,3,140,46.7,0,0.00,38,12.7,0,0.00,12,4.0,27,9.0
"Joe Weatherford",UCF,1,160,160.0,0,0.00,-8,-8.0,0,0.00,15,15.0,36,36.0
"Joe Webb",UAB,4,5771,1442.8,37,9.25,2774,693.5,24,6.00,468,117.0,792,198.0
"Joel Blumenthal","Northwestern State",2,99,49.5,0,0.00,-13,-6.5,0,0.00,7,3.5,14,7.0
"Joel Stave",Wisconsin,4,7635,1908.8,48,12.00,-266,-66.5,2,0.50,613,153.3,1031,257.8
"Joey Aguilar","App State",2,6756,3378.0,56,28.00,466,233.0,5,2.50,510,255.0,849,424.5
"Joey Aguilar",Tennessee,1,2344,2344.0,18,18.00,91,91.0,2,2.00,166,166.0,252,252.0
"Joey Baughman",Elon,2,24,12.0,0,0.00,45,22.5,0,0.00,2,1.0,3,1.5
"Joey Carino",UAlbany,2,59,29.5,1,0.50,69,34.5,3,1.50,7,3.5,11,5.5
"Joey Elliott",Purdue,4,3326,831.5,24,6.00,295,73.8,5,1.25,294,73.5,482,120.5
"Joey Gulbin",Fordham,1,12,12.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Joey Labas","Central Michigan",2,2028,1014.0,14,7.00,37,18.5,0,0.00,164,82.0,258,129.0
"Joey Labas",Iowa,1,139,139.0,1,1.00,11,11.0,0,0.00,14,14.0,24,24.0
"Joey Marousek",Akron,1,11,11.0,0,0.00,NULL,NULL,NULL,NULL,3,3.0,5,5.0
"Joey Tomasso","William & Mary",1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Joey Yellen","Arizona State",1,292,292.0,4,4.00,-5,-5.0,0,0.00,28,28.0,44,44.0
"Joey Yellen",Hawai'i,1,324,324.0,0,0.00,-45,-45.0,0,0.00,40,40.0,87,87.0
"Joey Yellen",Pittsburgh,1,402,402.0,1,1.00,-47,-47.0,0,0.00,35,35.0,78,78.0
"John Alan Richter",Toledo,3,699,233.0,7,2.33,29,9.7,0,0.00,63,21.0,96,32.0
"John Austin","North Alabama",1,11,11.0,0,0.00,7,7.0,0,0.00,2,2.0,5,5.0
"John Bachus III","UT Martin",2,258,129.0,0,0.00,22,11.0,0,0.00,29,14.5,49,24.5
"John Brantley",Florida,4,4750,1187.5,30,7.50,-156,-39.0,0,0.00,398,99.5,645,161.3
"John Busha","Air Force",2,567,283.5,1,0.50,183,91.5,2,1.00,38,19.0,98,49.0
"John Chiarolanzio",Bucknell,1,69,69.0,0,0.00,NULL,NULL,NULL,NULL,3,3.0,8,8.0
"John David Baker","Abilene Christian",1,428,428.0,3,3.00,32,32.0,0,0.00,33,33.0,49,49.0
"John Griffith","Morgan State",1,7,7.0,0,0.00,11,11.0,0,0.00,5,5.0,15,15.0
"John Hendrick",Navy,3,92,30.7,0,0.00,76,25.3,1,0.33,8,2.7,18,6.0
"John Holcombe II","Kansas State",1,9,9.0,0,0.00,71,71.0,0,0.00,1,1.0,3,3.0
"John Joseph Kolar","Oklahoma State",1,8,8.0,0,0.00,18,18.0,0,0.00,1,1.0,2,2.0
"John Kinder","Stony Brook",1,68,68.0,0,0.00,17,17.0,0,0.00,4,4.0,10,10.0
"John Lampley",Southern,3,296,98.7,2,0.67,32,10.7,1,0.33,26,8.7,46,15.3
"John Loughery",Elon,1,28,28.0,0,0.00,-5,-5.0,0,0.00,3,3.0,5,5.0
"John Mateer",Oklahoma,1,1790,1790.0,8,8.00,226,226.0,5,5.00,150,150.0,236,236.0
"John Mateer","Washington State",3,3396,1132.0,32,10.67,977,325.7,18,6.00,239,79.7,366,122.0
"John Michalski","Sacred Heart",2,1343,671.5,5,2.50,486,243.0,8,4.00,142,71.0,258,129.0
"John Nimmo",Oklahoma,2,0,0.0,0,0.00,-17,-8.5,0,0.00,0,0.0,2,1.0
"John O'Korn",Houston,2,4068,2034.0,34,17.00,121,60.5,2,1.00,349,174.5,619,309.5
"John O'Korn",Michigan,2,1146,573.0,4,2.00,-23,-11.5,0,0.00,104,52.0,191,95.5
"John Paddock","Ball State",4,2895,723.8,18,4.50,-103,-25.8,0,0.00,310,77.5,514,128.5
"John Paddock",Illinois,1,1294,1294.0,9,9.00,-55,-55.0,0,0.00,85,85.0,142,142.0
"John Perry Jr.",Merrimack,1,NULL,NULL,NULL,NULL,3,3.0,1,1.00,NULL,NULL,NULL,NULL
"John Rhys Plumlee","Ole Miss",3,967,322.3,5,1.67,1186,395.3,12,4.00,84,28.0,156,52.0
"John Rhys Plumlee",UCF,2,4857,2428.5,29,14.50,1353,676.5,16,8.00,379,189.5,602,301.0
"John Robertson",Villanova,5,645,129.0,3,0.60,354,70.8,2,0.40,58,11.6,101,20.2
"John Russ",Mercer,1,225,225.0,1,1.00,24,24.0,0,0.00,24,24.0,38,38.0
"John Schrock",Colorado,1,7,7.0,0,0.00,-1,-1.0,0,0.00,1,1.0,1,1.0
"John Seter",Limestone,1,259,259.0,2,2.00,-11,-11.0,0,0.00,20,20.0,32,32.0
"John Stephen Jones",Arkansas,3,106,35.3,2,0.67,37,12.3,0,0.00,14,4.7,33,11.0
"John Thomas Shepherd",Rice,4,803,200.8,2,0.50,107,26.8,0,0.00,85,21.3,159,39.8
