"season","team","conference","games","time_of_poss_total","pass_comps","pass_atts","net_pass_yds","pass_TDs","interceptions","rush_atts","rush_yds","rush_TDs","total_yds","fumbles_lost","turnovers","first_downs","third_downs","third_down_convs","fourth_down_convs","fourth_downs","penalties","penalty_yds","kick_returns","kick_return_yds","kick_return_TDs","punt_returns","punt_return_yds","punt_return_TDs","passes_intercepted","passes_intercepted_yds","passes_intercepted_TDs"
2014,"Georgia Southern","Sun Belt",12,23230,90,155,1286,7,4,642,4573,55,5859,8,12,262,149,73,10,16,57,556,33,786,0,25,128,0,13,277,2
2014,"Georgia State","Sun Belt",12,20394,264,446,3348,23,18,390,1156,13,4504,12,30,244,172,80,9,16,66,514,55,990,0,7,77,0,3,28,0
2014,"Georgia Tech","ACC",14,28525,106,203,1882,19,6,790,4789,47,6671,12,18,350,171,99,12,17,69,576,41,892,0,13,97,0,18,328,5
2014,"Hawai'i","Mountain West",13,23201,231,469,2794,15,14,524,1943,15,4737,13,27,254,231,77,19,27,80,640,42,789,0,26,229,0,11,139,0
2014,"Houston","American Athletic",13,24436,272,450,2993,18,15,495,2390,28,5383,7,22,286,195,79,12,23,84,771,44,728,0,16,85,0,19,286,1
2014,"Idaho","Sun Belt",11,20979,257,442,3018,13,20,439,1558,22,4576,8,28,260,181,76,20,35,74,712,48,1016,0,14,80,0,8,46,0
2014,"Illinois","Big Ten",13,21936,287,470,3247,25,12,413,1527,16,4774,10,22,249,187,68,5,13,79,669,40,778,0,21,176,0,7,203,3
2014,"Indiana","Big Ten",12,20717,168,313,1697,7,9,539,3163,29,4860,10,19,226,182,55,7,20,78,713,49,928,0,19,106,0,13,110,1
2014,"Iowa","Big Ten",13,24489,265,437,3081,21,7,514,2120,22,5201,15,22,280,201,90,14,23,46,384,47,869,0,24,123,2,13,169,2
2014,"Iowa State","Big 12",12,20432,282,510,2981,21,11,402,1489,12,4470,5,16,256,201,85,6,19,51,490,30,619,0,14,156,1,10,65,0
2014,"Kansas","Big 12",12,21632,204,376,2435,14,13,466,1454,11,3889,5,18,195,201,69,4,20,76,669,46,909,0,14,174,1,9,168,0
2014,"Kansas State","Big 12",13,25481,271,415,3736,23,8,476,1745,30,5481,5,13,293,172,79,11,16,57,511,35,769,1,25,432,2,15,42,1
2014,"Kent State","Mid-American",11,20014,244,442,2570,16,17,277,900,6,3470,4,21,198,152,46,9,14,65,574,42,865,0,16,93,0,8,87,0
2014,"Kentucky","SEC",12,21060,228,404,2774,14,11,445,1840,21,4614,4,15,230,183,62,10,24,66,606,37,845,0,26,191,0,15,309,4
2014,"Louisiana","Sun Belt",13,24733,238,370,2494,15,9,548,2925,31,5419,5,14,283,180,76,9,18,64,534,34,645,0,18,125,0,7,99,0
2014,"Louisiana Tech","Conference USA",14,25075,270,467,3531,30,13,490,2080,32,5611,13,26,280,198,79,8,12,69,555,44,1067,1,25,199,0,26,288,2
2014,"Louisville","ACC",13,25597,237,428,3276,21,10,511,1855,28,5131,16,26,265,199,78,11,21,90,641,36,758,1,38,274,0,26,310,1
2014,"LSU","SEC",13,25778,138,276,2118,17,9,621,2919,25,5037,8,17,262,178,71,9,16,71,595,27,695,1,27,280,1,10,83,1
2014,"Marshall","Conference USA",14,24398,279,473,4022,40,13,559,3807,40,7829,11,24,366,184,94,10,20,119,1124,44,1083,1,33,264,1,14,175,1
2014,"Maryland","Big Ten",13,21346,228,418,2863,19,14,429,1582,21,4445,8,22,227,185,60,7,13,77,675,42,1073,1,22,237,2,9,172,2
2014,"Massachusetts","Mid-American",12,19634,269,492,3741,27,13,387,1312,16,5053,10,23,268,176,63,19,36,73,617,50,1122,1,6,33,0,13,227,1
2014,"Memphis","American Athletic",13,23357,262,418,3076,23,9,594,2476,31,5552,11,20,294,208,76,10,14,81,770,39,866,0,42,371,0,17,170,3
2014,"Miami","ACC",13,22875,227,391,3249,26,12,446,2345,19,5594,12,24,258,163,60,14,23,93,827,35,704,0,23,158,1,10,93,1
2014,"Miami (OH)","Mid-American",12,21616,226,468,3333,23,10,358,1171,11,4504,10,20,246,166,56,8,23,95,739,46,884,0,16,165,0,11,59,1
2014,"Michigan","Big Ten",12,22267,189,326,2042,10,18,425,1954,17,3996,8,26,222,156,61,5,13,42,381,23,457,0,18,88,1,5,13,1
2014,"Michigan State","Big Ten",13,27492,236,400,3453,26,9,594,3057,44,6510,6,15,321,195,97,9,17,80,754,37,874,1,24,127,0,18,128,3
2014,"Middle Tennessee","Conference USA",12,21304,224,343,2610,17,13,530,2566,31,5176,11,24,254,169,75,9,16,78,690,39,808,0,21,272,2,13,58,0
2014,"Minnesota","Big Ten",13,24622,127,254,1844,12,9,599,2801,32,4645,11,20,238,177,71,7,10,69,605,37,825,1,25,210,1,15,179,2
2014,"Mississippi State","SEC",13,23568,261,423,3649,31,12,578,3030,29,6679,11,23,334,198,91,9,21,67,513,27,536,1,25,149,0,16,186,1
2014,"Missouri","SEC",14,24280,221,415,2648,25,13,539,2490,17,5138,3,16,270,217,93,13,16,102,815,26,641,2,27,281,1,12,197,1
2014,"Navy","FBS Independents",13,23556,62,130,1058,9,5,727,4395,45,5453,17,22,269,159,76,14,24,33,322,41,835,0,10,34,0,13,279,1
2014,"NC State","ACC",13,23350,224,381,2652,24,6,508,2659,26,5311,9,15,282,177,81,5,10,63,558,37,650,0,15,66,0,10,159,1
2014,"Nebraska","Big Ten",13,23510,190,359,2757,24,12,587,3123,35,5880,13,25,289,184,76,6,13,75,655,43,894,0,40,620,3,13,124,0
2014,"Nevada","Mountain West",13,25357,239,406,2498,18,11,560,2671,27,5169,5,16,274,209,86,16,27,73,646,18,389,0,18,163,0,13,215,3
2014,"New Mexico","Mountain West",12,21551,76,149,1069,7,6,586,3725,34,4794,12,18,205,152,56,10,25,52,489,45,976,2,14,79,0,11,151,1
2014,"New Mexico State","Sun Belt",12,19777,278,452,2899,19,24,469,2152,19,5051,10,34,258,202,84,14,25,57,407,33,617,0,17,158,0,13,116,2
2014,"North Carolina","ACC",13,20387,315,509,3614,29,13,496,1973,26,5587,10,23,311,198,84,11,23,98,821,49,1046,0,38,173,0,12,232,3
2014,"Northern Illinois","Mid-American",14,24045,229,385,2689,19,3,688,3488,36,6177,9,12,319,227,108,8,14,82,794,49,946,0,25,178,0,14,108,1
2014,"North Texas","Conference USA",12,22149,182,332,2079,13,13,472,1838,21,3917,9,22,213,181,70,6,13,63,603,33,767,1,37,298,1,12,198,2
2014,"Northwestern","Big Ten",12,21632,261,455,2598,10,14,486,1639,20,4237,9,23,244,212,84,14,29,61,522,40,808,1,9,136,1,15,213,1
2014,"Notre Dame","FBS Independents",13,23236,277,463,3711,30,14,484,2073,24,5784,12,26,309,191,90,8,16,58,487,46,918,0,27,195,0,16,138,0
2014,"Ohio","Mid-American",12,21987,202,375,2474,11,9,470,1969,16,4443,14,23,234,176,69,6,13,72,648,38,830,1,16,140,0,12,174,0
2014,"Ohio State","Big Ten",15,28787,260,409,3707,42,12,690,3967,41,7674,14,26,386,198,103,13,22,84,711,39,886,0,42,451,1,25,295,2
2014,"Oklahoma","Big 12",13,24151,210,386,2646,17,17,557,3395,40,6041,7,24,293,178,72,9,15,70,648,37,840,2,16,93,0,12,191,3
2014,"Oklahoma State","Big 12",13,21763,222,401,3149,19,17,506,1776,18,4925,5,22,246,195,64,8,16,79,700,51,1024,2,31,293,1,12,155,2
2014,"Old Dominion","Conference USA",12,19181,290,458,3510,30,16,365,1793,22,5303,4,20,275,149,62,18,30,44,439,43,690,0,12,112,1,5,0,0
2014,"Ole Miss","SEC",13,23220,258,428,3427,24,15,476,2021,21,5448,10,25,265,183,72,9,20,69,549,32,629,0,23,140,0,22,371,3
2014,"Oregon","Pac-12",15,24977,326,474,4687,44,4,644,3518,42,8205,7,11,406,198,98,17,28,123,1080,45,886,0,27,333,2,13,163,0
2014,"Oregon State","Pac-12",12,23394,290,472,3305,15,8,376,1417,19,4722,6,14,249,167,53,8,19,107,958,54,1204,1,19,109,0,11,109,1
2014,"Penn State","Big Ten",13,24335,276,497,3034,13,15,451,1325,13,4359,11,26,249,215,85,7,19,75,600,35,731,0,19,130,0,16,143,2
2014,"Pittsburgh","ACC",13,26309,188,308,2417,17,7,610,3243,35,5660,12,19,307,170,79,10,15,83,695,41,909,0,23,169,0,10,95,0
2014,"Purdue","Big Ten",12,20806,233,434,2249,16,16,402,1886,17,4135,8,24,206,190,68,12,31,60,518,50,959,0,16,237,0,10,223,1
2014,"Rice","Conference USA",13,26013,204,352,3009,25,8,571,2181,22,5190,4,12,252,202,90,5,15,77,695,35,667,0,13,99,0,9,152,1
2014,"Rutgers","Big Ten",13,23485,199,357,2956,22,13,489,2114,21,5070,7,20,241,171,61,8,17,61,545,47,1109,0,7,58,0,7,42,0
2014,"San Diego State","Mountain West",13,24371,183,349,2319,10,15,517,2809,26,5128,7,22,252,180,76,5,12,77,694,36,764,0,20,207,1,14,182,1
2014,"San José State","Mountain West",12,22786,283,449,3038,16,14,454,1696,11,4734,12,26,254,197,85,17,29,52,439,40,805,0,10,69,1,6,40,0
2014,"SMU","American Athletic",12,22631,230,430,2024,6,14,362,1204,9,3228,16,30,175,187,61,14,28,74,632,58,1090,0,14,60,0,6,14,0
2014,"South Alabama","Sun Belt",13,23581,218,412,2561,17,17,537,2327,16,4888,11,28,273,191,69,3,12,81,717,36,797,0,12,85,0,6,111,1
2014,"South Carolina","SEC",13,23989,277,468,3661,28,11,479,2093,23,5754,10,21,305,176,76,12,23,70,596,40,746,0,20,100,0,11,203,2
2014,"Southern Miss","Conference USA",12,21291,277,482,3231,14,15,376,1149,9,4380,11,26,249,184,63,3,13,77,731,48,1063,1,17,152,0,7,53,0
2014,"South Florida","American Athletic",12,20251,179,364,2361,11,11,376,1295,11,3656,9,20,182,174,65,9,19,75,728,43,866,0,20,126,0,6,46,1
2014,"Stanford","Pac-12",13,25697,248,381,2988,20,8,477,2064,22,5052,13,21,266,165,70,3,10,75,630,30,651,0,23,403,2,12,68,0
2014,"Syracuse","ACC",12,19200,207,383,2209,6,17,424,1742,12,3951,4,21,202,179,61,6,12,86,709,38,713,0,20,167,0,8,91,2
2014,"TCU","Big 12",13,24565,325,529,4240,37,11,509,2689,32,6929,11,22,331,198,85,7,14,82,752,35,735,1,35,345,1,26,378,5
2014,"Temple","American Athletic",12,19995,214,403,2408,13,16,369,1293,11,3701,11,27,182,166,39,11,22,78,653,33,652,0,20,221,3,11,315,2
2014,"Tennessee","SEC",13,23507,281,453,2914,23,14,524,1903,20,4817,8,22,277,208,81,7,12,54,444,36,817,0,22,213,1,16,157,1
2014,"Texas","Big 12",13,23142,243,418,2599,14,11,474,1786,18,4385,14,25,232,201,69,7,14,77,664,39,763,0,22,177,0,15,183,2
2014,"Texas A&M","SEC",13,20423,332,514,3971,39,15,421,1949,20,5920,5,20,299,179,73,11,19,68,663,52,1170,0,21,274,0,5,45,0
2014,"Texas State","Sun Belt",12,20374,250,382,2711,22,7,538,2862,29,5573,5,12,278,179,69,12,20,75,708,34,618,0,15,155,1,13,225,1
2014,"Texas Tech","Big 12",12,18742,332,559,4213,40,18,355,1836,8,6049,10,28,296,174,76,10,23,112,1070,45,840,0,18,65,0,6,42,0
2014,"Toledo","Mid-American",13,25250,244,398,3053,24,9,576,3333,35,6386,8,17,322,187,86,9,14,78,678,46,957,0,26,169,0,10,93,0
2014,"Troy","Sun Belt",12,21085,238,357,2381,12,4,460,1971,18,4352,10,14,220,182,70,13,26,74,713,54,1157,2,9,59,0,11,95,1
2014,"Tulane","American Athletic",12,22688,240,443,2415,13,18,419,1746,11,4161,7,25,226,187,62,7,27,89,813,38,637,0,9,41,0,17,86,0
2014,"Tulsa","American Athletic",12,22840,263,481,3176,23,18,477,1774,11,4950,5,23,270,203,78,11,28,78,768,43,876,0,18,127,1,8,116,1
2014,"UAB","Conference USA",12,22402,203,328,2637,17,12,613,2545,27,5182,9,21,265,193,83,12,28,77,674,47,1323,4,32,305,0,9,99,2
2014,"UCF","American Athletic",13,25414,233,416,3059,23,15,526,1668,19,4727,14,29,265,205,85,13,25,76,706,37,957,1,28,241,0,18,115,0
2014,"UCLA","Pac-12",13,22561,298,435,3358,24,6,557,2724,26,6082,10,16,304,202,87,9,16,104,979,48,916,1,22,199,0,11,231,3
2014,"UConn","American Athletic",12,20934,185,340,2032,12,12,396,1283,8,3315,16,28,178,164,50,8,14,74,708,48,949,0,13,81,1,8,174,1
2014,"UL Monroe","Sun Belt",12,21512,317,529,3359,15,7,363,834,9,4193,10,17,221,200,69,11,22,53,425,44,867,0,16,151,1,11,103,1
2014,"UNLV","Mountain West",13,21397,268,498,3357,16,22,466,1679,18,5036,3,25,267,215,76,14,27,80,692,53,1157,0,21,124,0,7,72,0
2014,"USC","Pac-12",13,23741,318,460,3856,39,5,524,2092,18,5948,7,12,308,208,97,15,24,115,1023,44,974,2,23,214,2,14,212,2
2014,"Utah","Pac-12",13,22925,229,378,2570,20,8,565,2475,21,5045,8,16,253,218,89,7,13,77,702,32,736,1,28,386,3,12,172,3
2014,"Utah State","Mountain West",14,24737,243,389,2782,20,11,512,2521,22,5303,10,21,243,191,63,2,13,101,918,32,656,0,33,296,2,19,298,2
2014,"UTEP","Conference USA",13,27523,159,287,1858,12,6,572,2701,27,4559,6,12,225,192,81,5,15,65,508,42,926,2,28,142,0,11,138,2
2014,"UTSA","Conference USA",12,23162,203,356,2104,8,12,440,1466,15,3570,10,22,200,177,50,10,16,85,789,44,933,0,36,144,0,9,95,0
2014,"Vanderbilt","SEC",12,21323,180,357,2149,13,19,383,1311,7,3460,10,29,193,155,46,9,18,73,630,56,1113,2,18,111,1,6,75,1
2014,"Virginia","ACC",12,23112,248,432,2837,18,16,451,1653,13,4490,8,24,241,196,82,8,17,78,693,35,885,0,28,115,0,15,130,3
2014,"Virginia Tech","ACC",13,24441,271,456,2826,19,15,507,1923,12,4749,11,26,261,213,83,7,14,98,770,36,702,0,47,315,1,12,228,2
2014,"Wake Forest","ACC",12,21407,225,385,2116,12,14,383,479,4,2595,7,21,172,184,52,8,20,60,574,36,664,0,21,165,1,6,136,1
2014,"Washington","Pac-12",14,24600,255,400,2801,19,6,607,2640,23,5441,11,17,280,216,88,11,22,98,865,44,982,2,33,302,1,13,289,4
2014,"Washington State","Pac-12",12,22447,510,771,5732,45,18,243,478,5,6210,7,25,326,188,78,18,40,94,812,50,970,0,23,165,0,3,19,0
2014,"Western Kentucky","Conference USA",13,22576,378,557,4866,49,10,429,2084,21,6950,8,18,350,180,92,5,12,76,743,55,1166,1,12,80,0,13,414,4
2014,"Western Michigan","Mid-American",13,25718,253,372,3475,26,10,503,2221,29,5696,10,20,270,178,85,4,12,69,665,39,949,1,17,26,0,13,167,1
2014,"West Virginia","Big 12",13,24350,340,534,4121,26,10,563,2376,18,6497,19,29,337,229,97,10,22,85,757,46,1101,2,25,82,0,12,106,2
2014,"Wisconsin","Big Ten",14,28207,177,322,2082,15,16,648,4482,46,6564,10,26,308,178,68,14,18,65,607,31,671,0,25,277,0,6,121,0
2014,"Wyoming","Mountain West",12,23325,212,375,2733,12,10,448,1838,17,4571,8,18,221,191,76,9,20,63,520,29,581,0,16,163,0,3,51,0
2015,"Air Force","Mountain West",14,27169,87,170,1847,15,12,816,4468,45,6315,11,23,300,196,84,14,23,53,532,33,669,0,15,139,1,11,92,1
2015,"Akron","Mid-American",13,25600,184,370,2508,18,12,535,2134,20,4642,6,18,257,200,73,7,15,98,839,31,525,0,2,25,0,14,29,0
2015,"Alabama","SEC",15,30191,301,446,3407,22,10,642,2999,33,6406,7,17,329,215,80,12,24,89,835,39,803,1,47,597,5,19,462,4
2015,"App State","Sun Belt",13,24402,180,297,2546,33,9,605,3529,25,6075,13,22,292,170,73,15,24,84,739,38,804,0,20,99,0,18,280,3
2015,"Arizona","Pac-12",13,20521,273,466,3548,27,10,526,2886,31,6434,10,20,320,189,77,10,27,74,633,32,729,0,9,144,1,11,98,2
2015,"Arizona State","Pac-12",13,24584,320,534,3887,30,9,536,2319,19,6206,10,19,305,230,94,10,18,60,518,55,1237,1,27,189,0,15,189,2
2015,"Arkansas","SEC",13,26824,246,374,3486,31,8,512,2565,31,6051,3,11,304,161,75,12,21,55,477,38,782,0,14,186,0,11,80,0
2015,"Arkansas State","Sun Belt",13,23748,207,365,2693,23,15,608,3007,35,5700,11,26,290,192,74,10,20,108,996,43,1112,2,37,413,1,27,503,6
2015,"Army","FBS Independents",12,23227,49,108,1128,10,9,616,2931,24,4059,13,22,194,160,70,9,22,48,474,38,691,0,24,135,1,6,98,0
2015,"Auburn","SEC",13,22123,179,306,2257,11,12,587,2553,28,4810,5,17,257,179,74,9,15,62,603,34,950,0,15,179,0,14,144,1
2015,"Ball State","Mid-American",12,20606,263,459,2619,17,9,437,1840,15,4459,6,15,250,199,76,12,23,44,425,50,1275,1,14,127,0,7,3,0
2015,"Baylor","Big 12",13,21733,229,389,3764,44,13,714,4247,41,8011,13,26,382,195,91,28,40,118,1043,31,675,0,15,64,0,14,137,0
2015,"Boise State","Mountain West",13,24864,334,526,4032,24,12,553,2488,36,6520,10,22,344,211,87,17,27,82,691,29,609,0,32,170,0,22,211,2
2015,"Boston College","ACC",12,21543,111,249,1334,8,9,502,1973,17,3307,11,20,174,172,46,5,13,78,682,32,806,0,36,230,1,13,63,1
2015,"Bowling Green","Mid-American",14,23456,398,594,5135,47,8,542,2520,34,7655,7,15,389,210,105,16,30,123,1123,46,770,0,14,90,0,20,245,1
2015,"Buffalo","Mid-American",12,22375,283,455,2994,16,16,425,1643,17,4637,4,20,246,188,68,15,23,84,768,35,581,0,10,116,1,13,278,5
2015,"BYU","FBS Independents",13,22372,302,504,3854,26,12,413,1668,28,5522,8,20,275,184,73,11,21,85,750,34,727,0,26,217,0,15,231,2
2015,"California","Pac-12",13,22726,352,550,4892,44,14,439,1987,16,6879,9,23,341,179,84,13,26,67,568,43,892,0,17,82,0,16,65,2
2015,"Central Michigan","Mid-American",13,25683,326,495,3905,25,11,420,1307,16,5212,5,16,271,193,84,10,16,81,703,38,707,0,12,52,0,6,0,0
2015,"Charlotte","Conference USA",12,20411,196,375,2089,12,23,562,1957,9,4046,12,35,234,209,71,12,23,64,652,53,1037,1,23,78,0,10,30,1
2015,"Cincinnati","American Athletic",13,24084,341,547,4679,29,22,512,2313,25,6992,11,33,370,197,100,7,11,104,948,52,1046,0,15,141,0,9,53,0
2015,"Clemson","ACC",15,28733,356,528,4373,35,15,679,3345,34,7718,12,27,393,232,109,8,14,84,694,39,865,0,29,78,0,16,137,2
2015,"Colorado","Pac-12",13,22221,286,465,3130,13,12,542,2031,23,5161,9,21,268,189,69,14,25,75,654,34,745,0,16,99,0,14,262,1
2015,"Colorado State","Mountain West",13,23617,233,392,2965,24,15,534,2571,20,5536,12,27,301,187,86,10,17,97,898,35,852,1,25,314,2,8,84,0
2015,"Duke","ACC",13,22367,294,509,3204,18,10,524,2508,25,5712,11,21,311,215,93,11,22,71,615,39,995,4,34,212,0,11,57,0
2015,"East Carolina","American Athletic",12,20240,321,473,3375,21,12,404,1600,19,4975,7,19,260,187,80,11,17,89,825,39,760,0,24,225,1,8,150,2
2015,"Eastern Michigan","Mid-American",12,19486,249,409,2666,18,14,421,1894,20,4560,11,25,241,168,64,10,17,81,701,59,1150,0,10,78,0,5,63,1
2015,"Florida","SEC",14,26018,229,405,2899,20,10,510,1777,19,4676,7,17,234,206,75,14,27,91,737,33,693,0,34,446,2,14,247,2
2015,"Florida Atlantic","Conference USA",12,20918,206,392,2557,12,12,498,1961,15,4518,13,25,249,185,61,17,33,75,683,40,851,0,20,135,0,14,347,3
2015,"Florida International","Conference USA",12,21444,274,440,2854,22,8,385,1319,15,4173,7,15,227,182,76,9,21,69,594,49,1003,0,21,206,1,9,129,2
2015,"Florida State","ACC",13,22944,264,419,3325,22,9,425,2187,27,5512,6,15,268,162,61,4,9,89,702,25,624,0,36,127,0,8,104,0
2015,"Fresno State","Mountain West",12,19673,202,403,2140,20,16,423,1642,14,3782,7,23,207,185,69,9,29,59,471,53,1015,0,11,117,0,9,190,1
2015,"Georgia","SEC",13,22743,199,327,2406,14,8,486,2498,22,4904,10,18,241,158,49,5,12,67,592,32,579,0,30,394,3,12,258,1
2015,"Georgia Southern","Sun Belt",13,26506,59,137,824,4,10,728,4719,41,5543,11,21,250,181,75,20,31,67,629,41,1012,0,24,372,1,18,239,1
2015,"Georgia State","Sun Belt",13,22645,308,496,4367,28,12,407,1260,15,5627,11,23,261,186,81,1,9,92,852,39,877,1,10,35,0,15,133,1
2015,"Georgia Tech","ACC",12,22417,81,192,1462,14,10,583,3074,30,4536,14,24,233,149,52,13,26,38,329,32,590,0,23,189,0,9,70,1
2015,"Hawai'i","Mountain West",13,16729,202,422,2501,12,21,425,1611,15,4112,13,34,203,161,49,7,21,98,847,53,1130,1,26,201,1,3,36,0
2015,"Houston","American Athletic",14,26314,285,432,3477,22,7,669,3301,46,6778,7,14,332,233,117,13,26,85,783,33,777,2,29,302,1,21,342,3
2015,"Idaho","Sun Belt",12,22778,297,472,3372,17,15,458,1777,23,5149,8,23,277,185,76,15,24,54,511,43,747,0,11,22,0,6,45,1
2015,"Illinois","Big Ten",12,21381,285,519,2921,16,8,388,1551,13,4472,9,17,245,204,74,11,25,66,589,31,614,0,33,290,2,13,195,1
2015,"Indiana","Big Ten",13,22743,269,461,3820,27,8,592,2736,27,6556,6,14,337,203,77,13,29,91,778,51,979,0,18,199,2,12,238,2
2015,"Iowa","Big Ten",14,26571,227,369,2862,17,5,568,2544,35,5406,11,16,283,192,80,9,14,73,683,35,797,0,18,251,0,19,321,4
2015,"Iowa State","Big 12",12,22704,237,411,2716,18,12,498,2184,18,4900,12,24,257,195,78,13,29,59,489,38,690,0,22,383,1,5,23,0
2015,"Kansas","Big 12",12,20299,243,452,2623,12,14,445,1355,10,3978,11,25,212,208,76,7,26,70,674,57,1143,1,13,26,0,9,159,1
2015,"Kansas State","Big 12",13,25068,162,345,2288,14,13,531,2050,29,4338,6,19,240,179,70,8,15,66,505,51,1268,4,25,167,1,5,2,0
2015,"Kent State","Mid-American",12,20236,175,343,1657,9,10,447,1593,6,3250,11,21,169,186,47,9,26,93,872,40,727,0,30,103,0,12,137,1
2015,"Kentucky","SEC",12,21081,218,397,2512,10,16,419,1952,22,4464,6,22,222,179,67,13,19,69,676,30,653,0,12,81,0,11,164,2
2015,"Louisiana","Sun Belt",12,21722,225,386,2491,13,12,451,2074,25,4565,8,20,246,176,66,13,24,85,853,36,684,1,27,242,1,5,114,1
2015,"Louisiana Tech","Conference USA",13,23871,297,479,4201,28,11,431,2075,27,6276,10,21,309,166,64,8,11,72,654,54,1094,0,17,148,1,13,229,3
2015,"Louisville","ACC",13,23001,227,409,3186,21,15,491,2223,23,5409,12,27,271,181,69,7,15,97,814,32,625,1,30,212,0,17,229,1
2015,"LSU","SEC",12,22561,149,278,2165,13,6,505,3082,36,5247,4,10,246,148,59,5,9,97,784,36,714,0,24,235,1,10,77,1
2015,"Marshall","Conference USA",13,23473,275,471,3009,25,13,496,2196,19,5205,11,24,279,199,78,9,16,91,860,30,800,2,25,241,1,15,222,2
2015,"Maryland","Big Ten",12,19876,183,387,2092,15,29,441,2408,20,4500,7,36,217,172,50,7,21,85,746,51,1039,1,27,449,2,9,59,0
2015,"Massachusetts","Mid-American",12,19429,281,495,3090,18,13,392,1707,15,4797,6,19,255,186,64,12,32,89,767,60,1196,1,14,114,0,13,94,0
2015,"Memphis","American Athletic",13,23673,311,465,3997,30,5,563,2333,29,6330,9,14,322,209,101,10,18,98,946,44,985,0,28,224,1,12,156,2
2015,"Miami","ACC",13,23054,268,449,3602,18,9,423,1548,20,5150,5,14,249,183,64,13,18,121,1083,39,575,1,22,198,1,15,172,0
2015,"Miami (OH)","Mid-American",12,20675,177,374,2502,18,19,428,1556,7,4058,12,31,199,186,58,8,18,89,720,50,836,0,13,69,0,10,165,2
2015,"Michigan","Big Ten",13,26101,258,415,3090,21,10,491,2057,27,5147,6,16,265,186,86,6,16,87,778,29,795,1,18,205,0,10,97,1
2015,"Michigan State","Big Ten",14,27603,244,440,3279,26,8,552,2118,24,5397,6,14,300,205,99,8,19,75,600,24,488,0,13,44,0,15,164,2
2015,"Middle Tennessee","Conference USA",13,23324,334,501,4052,31,10,503,1894,23,5946,19,29,302,197,83,14,24,62,550,44,947,0,21,98,0,17,349,3
2015,"Minnesota","Big Ten",13,22620,251,427,2793,15,11,446,1873,17,4666,11,22,229,193,75,6,17,73,591,41,781,0,24,84,0,10,53,2
2015,"Mississippi State","SEC",13,20500,331,500,4113,33,5,427,1873,21,5986,13,18,301,176,75,11,22,53,506,36,773,1,21,212,1,13,125,1
2015,"Missouri","SEC",12,19464,186,373,1986,10,12,397,1375,5,3361,5,17,181,179,54,7,17,63,507,39,573,0,29,158,1,9,156,0
2015,"Navy","American Athletic",13,25587,64,122,1280,9,2,748,4247,53,5527,6,8,272,178,89,24,26,40,339,32,775,0,11,67,0,12,93,0
2015,"NC State","ACC",13,25782,246,413,2740,20,6,540,2627,36,5367,7,13,280,198,81,19,31,72,687,42,1055,1,28,363,1,13,77,1
2015,"Nebraska","Big Ten",13,25242,256,458,3470,27,21,496,2340,24,5810,6,27,295,181,81,5,8,94,829,35,637,0,11,114,0,10,143,1
2015,"Nevada","Mountain West",13,23407,186,331,2139,15,7,556,2738,24,4877,5,12,256,177,69,9,20,68,608,31,752,1,12,152,0,13,104,1
2015,"New Mexico","Mountain West",13,24291,118,230,1768,6,14,638,3278,42,5046,7,21,235,186,70,16,22,89,840,39,871,1,11,58,0,14,170,1
2015,"New Mexico State","Sun Belt",12,20202,241,453,3034,26,14,443,2166,16,5200,7,21,241,200,71,12,30,77,666,33,522,0,17,141,0,12,110,1
2015,"North Carolina","ACC",14,21229,261,409,3675,31,10,527,3142,40,6817,9,19,335,165,80,7,12,80,650,33,663,0,25,303,2,17,204,0
2015,"Northern Illinois","Mid-American",14,22184,240,404,2918,22,10,643,2661,31,5579,17,27,283,224,84,17,33,80,695,55,1340,2,21,148,0,22,389,2
2015,"North Texas","Conference USA",12,19155,190,407,1937,12,11,436,1904,7,3841,14,25,224,182,59,12,27,74,681,52,1090,0,20,172,1,4,11,0
2015,"Northwestern","Big Ten",13,23245,174,352,1801,8,13,600,2451,16,4252,7,20,230,231,94,5,11,58,516,32,802,2,14,108,0,12,228,2
2015,"Notre Dame","FBS Independents",13,23106,241,385,3364,25,10,479,2699,29,6063,10,20,292,160,68,5,8,67,586,38,825,1,29,215,2,9,65,1
2015,"Ohio","Mid-American",13,25174,240,403,3024,18,13,547,2352,22,5376,4,17,285,196,80,11,20,90,868,38,730,0,20,119,0,12,226,3
